-0.0405449	-0.0416022	0.0116794	-0.0110158	0.0383104	0.0482714	0.00817927	0.0233299	0.0157841	-0.0454309	0.0327332	-0.0200492	0.0131712	-0.0328024	0.00363271	0.0294424	-0.0106114	-0.0288316	0.0343973	0.0158228	0.0396007	-0.00767306	-0.0297003	-0.0478449	-0.0273977	0.0210243	0.0407644	0.00947414	0.00573523	-0.0452902	0.026686	0.0124103
0.434265	0.405119	-0.494494	-0.305856	0.42823	0.463641	0.390575	-0.427312	-0.404719	-0.400215	-0.435914	0.4562	-0.358088	-0.374447	0.457628	0.462305	0.394448	0.42414	0.475286	-0.479579	0.363505	0.483593	0.41911	-0.388151	0.417285	-0.335733	0.417844	0.482361	0.432158	0.379581	0.459002	0.454204
0.42202	0.486222	-0.457091	-0.496366	0.407333	0.355914	0.427629	-0.377457	-0.463332	-0.43299	-0.385489	0.38971	-0.171593	-0.482667	0.537512	0.458668	0.124211	0.472099	0.37559	-0.494138	0.424728	0.445359	0.376542	-0.482588	0.381003	-0.234429	0.432198	0.431894	0.380527	0.41151	0.45731	0.369313
0.424992	0.387014	-0.402682	-0.176513	0.463871	0.377728	0.457246	-0.485299	-0.470053	-0.350832	-0.475751	0.405028	-0.546753	-0.484971	0.303676	0.328499	0.703982	0.438222	0.455062	-0.417365	0.384329	0.446552	0.362849	-0.340138	0.359929	-0.578986	0.508684	0.464802	0.363086	0.382451	0.408613	0.483764
0.459825	0.417541	-0.374068	-0.337655	0.396872	0.396993	0.428188	-0.416246	-0.405303	-0.406892	-0.373656	0.456769	-0.307967	-0.402621	0.223526	0.447384	0.526356	0.429235	0.410168	-0.468745	0.409363	0.454792	0.475683	-0.408729	0.456755	-0.495804	0.483421	0.296883	0.373356	0.401451	0.480163	0.450314
0.422147	0.326074	-0.371516	-0.284573	0.337871	0.406729	0.322372	-0.353751	-0.338832	-0.37764	-0.28562	0.343715	-0.345315	-0.402316	0.327743	0.39934	0.318134	0.363022	0.384522	-0.326072	0.409219	0.377731	0.405921	-0.297245	0.378393	-0.427918	0.359571	0.318778	0.405813	0.357131	0.403739	0.401765
0.399563	0.362319	-0.419914	-0.365276	0.348791	0.423589	0.330899	-0.475992	-0.414273	-0.351173	-0.387999	0.391869	-0.36172	-0.360432	0.142091	0.465245	0.518568	0.487159	0.42727	-0.425479	0.383784	0.415551	0.462957	-0.454893	0.40789	-0.36441	0.327102	0.393151	0.416338	0.437274	0.397579	0.401174
0.484087	0.461249	-0.433434	-0.173759	0.44207	0.323613	0.427517	-0.459538	-0.453655	-0.490369	-0.394522	0.381297	-0.297224	-0.489727	0.220899	0.486278	0.508494	0.449715	0.470335	-0.424994	0.442197	0.434125	0.394098	-0.411405	0.479257	-0.295453	0.457704	0.320189	0.407923	0.471825	0.403431	0.455922
0.402923	0.466452	-0.404629	-0.465768	0.431678	0.424778	0.374593	-0.399977	-0.412167	-0.425666	-0.355479	0.352039	-0.588801	-0.452868	0.235944	0.413948	0.327352	0.467564	0.402184	-0.456009	0.468252	0.398475	0.345938	-0.458182	0.449537	-0.382479	0.407616	0.443452	0.396157	0.486578	0.406107	0.435071
0.434288	0.404634	-0.359079	-0.602963	0.469229	0.471045	0.486195	-0.452003	-0.468735	-0.468173	-0.397674	0.368962	-0.39206	-0.403797	0.615816	0.34944	-0.322865	0.239754	0.382504	-0.250448	0.359373	0.377231	0.408352	-0.44077	0.269045	-0.586961	0.495543	0.451331	0.37503	0.360908	0.270488	0.330358
0.442516	0.451696	-0.363189	-0.4578	0.441543	0.420511	0.446627	-0.35064	-0.423202	-0.423426	-0.419529	0.380465	-0.425009	-0.40217	0.472355	0.336849	-0.1488	0.282707	0.458306	-0.386926	0.398212	0.41787	0.368818	-0.482765	0.360281	-0.435854	0.410124	0.407926	0.433527	0.335346	0.397288	0.408554
0.355948	0.437465	-0.336951	-0.447865	0.449233	0.384175	0.413119	-0.313784	-0.349114	-0.389925	-0.356884	0.395539	-0.376593	-0.347119	0.492245	0.395739	-0.354634	0.367578	0.367572	-0.200139	0.315203	0.397185	0.404365	-0.418027	0.408664	-0.419531	0.373865	0.404297	0.376311	0.382763	0.37057	0.3557
0.376707	0.478255	-0.496992	-0.521968	0.374898	0.423569	0.390009	-0.384689	-0.443874	-0.425436	-0.408801	0.443099	-0.27011	-0.481617	0.234743	0.462219	0.498834	0.422588	0.362298	-0.368515	0.356312	0.390939	0.434141	-0.365628	0.459153	-0.239698	0.358637	0.388336	0.410692	0.393255	0.4006	0.381172
0.478944	0.3585	-0.457279	-0.384407	0.377575	0.408293	0.359509	-0.46631	-0.375887	-0.430128	-0.409531	0.431191	-0.48593	-0.454921	0.120669	0.381069	0.546877	0.437609	0.337475	-0.344102	0.477282	0.321982	0.361137	-0.463856	0.372663	-0.424645	0.40259	0.475838	0.485317	0.507029	0.420009	0.439088
0.489719	0.386429	-0.450175	-0.400687	0.329357	0.500591	0.480264	-0.514964	-0.347322	-0.376758	-0.466423	0.413642	-0.506752	-0.441406	0.417164	0.399693	0.108793	0.402524	0.427981	-0.462173	0.407531	0.418992	0.367862	-0.436391	0.445887	-0.441723	0.485346	0.410096	0.403815	0.36213	0.480569	0.467366
0.38146	0.372307	-0.416074	-0.25682	0.448775	0.370018	0.40358	-0.409328	-0.342599	-0.409837	-0.374312	0.43869	-0.57995	-0.396459	0.242479	0.422794	0.618989	0.455905	0.412114	-0.478714	0.465943	0.384445	0.436665	-0.469164	0.335577	-0.540642	0.43537	0.449871	0.456864	0.371235	0.481482	0.394321
0.464367	0.370433	-0.39039	-0.271395	0.40157	0.452115	0.474365	-0.433722	-0.442338	-0.459682	-0.472796	0.408551	-0.56025	-0.385149	0.460905	0.458387	0.654628	0.39086	0.418418	-0.495632	0.413114	0.462661	0.296458	-0.488277	0.390263	-0.400166	0.470961	0.394602	0.38076	0.299775	0.416629	0.395281
0.489626	0.452967	-0.401711	-0.382399	0.424992	0.361089	0.416443	-0.427509	-0.476175	-0.383998	-0.436243	0.435114	-0.486288	-0.505727	0.418226	0.383651	0.551973	0.366511	0.397484	-0.348041	0.409696	0.395594	0.344765	-0.424282	0.48989	-0.187554	0.412987	0.463531	0.474788	0.341969	0.383538	0.471922
0.412389	0.443685	-0.360865	-0.422086	0.382226	0.3918	0.415559	-0.372785	-0.365097	-0.365882	-0.404232	0.430581	-0.2978	-0.430255	0.406825	0.385087	0.385676	0.376185	0.434085	-0.385954	0.387185	0.435692	0.368132	-0.468675	0.354865	-0.452206	0.323492	0.456124	0.396357	0.453084	0.332691	0.439388
0.46398	0.464107	-0.422342	-0.50407	0.467921	0.369775	0.469572	-0.419083	-0.431843	-0.463838	-0.437878	0.371229	-0.238902	-0.390221	0.164729	0.406037	0.444935	0.340857	0.358515	-0.440205	0.328119	0.357576	0.367565	-0.341477	0.444159	-0.28606	0.389879	0.315087	0.42062	0.497008	0.393202	0.36675
0.506565	0.51482	-0.402019	-0.250294	0.422861	0.418052	0.495444	-0.417168	-0.480934	-0.398991	-0.431028	0.361424	-0.54566	-0.441869	0.508408	0.408598	0.548844	0.418969	0.454382	-0.404339	0.479831	0.460807	0.382963	-0.382815	0.405721	-0.236506	0.394433	0.441114	0.461628	0.392347	0.405887	0.43736
0.448742	0.398439	-0.449211	-0.393516	0.379243	0.442947	0.40587	-0.423779	-0.361463	-0.411376	-0.432095	0.401971	-0.396663	-0.327851	0.351125	0.380768	0.442812	0.375899	0.395511	-0.470523	0.355269	0.427747	0.41195	-0.368168	0.323802	-0.333084	0.369778	0.412125	0.382925	0.381858	0.39007	0.340492
0.466727	0.42955	-0.488307	-0.0218479	0.424244	0.488297	0.412779	-0.501034	-0.375076	-0.374024	-0.379531	0.410338	-0.482979	-0.424107	0.0777899	0.485683	0.566749	0.47102	0.389054	-0.515961	0.416774	0.419633	0.462409	-0.429688	0.480096	-0.49208	0.314524	0.468052	0.422012	0.482197	0.494727	0.38692
0.32634	0.37885	-0.466973	-0.240664	0.463622	0.262145	0.30144	-0.342517	-0.449501	-0.344475	-0.350966	0.389471	0.0763004	-0.337286	0.621454	0.455449	-0.323235	0.338652	0.424081	-0.226985	0.427133	0.316696	0.430896	-0.422981	0.417243	-0.135787	0.328655	0.478916	0.380219	0.35375	0.371151	0.450796
0.49025	0.399079	-0.500835	-0.37836	0.447994	0.47626	0.497786	-0.445853	-0.510243	-0.424459	-0.41976	0.516617	-0.529026	-0.456737	0.467861	0.426702	0.456493	0.509984	0.415401	-0.416858	0.447974	0.430976	0.497454	-0.502828	0.45284	-0.316127	0.531161	0.445506	0.376527	0.392888	0.430815	0.461397
0.33857	0.396352	-0.448352	-0.547959	0.371049	0.415357	0.448109	-0.422799	-0.432511	-0.446969	-0.388166	0.431247	-0.517375	-0.468553	0.498386	0.354704	0.602984	0.436047	0.366929	-0.464402	0.483515	0.359564	0.385231	-0.42053	0.4196	-0.43155	0.39849	0.336105	0.355383	0.402116	0.347106	0.41307
0.446465	0.479565	-0.383658	-0.29356	0.44076	0.405632	0.453773	-0.476341	-0.481642	-0.421488	-0.504544	0.400255	-0.505818	-0.419725	0.496868	0.394425	0.614158	0.399441	0.497153	-0.409518	0.461814	0.396687	0.472592	-0.432679	0.491239	-0.51017	0.411309	0.39999	0.422772	0.399663	0.390023	0.471122
0.358294	0.318065	-0.333221	-0.403925	0.372691	0.326709	0.301682	-0.228044	-0.423454	-0.411678	-0.258807	0.331278	-0.383236	-0.285684	0.511883	0.385684	-0.285616	0.325193	0.381828	-0.291573	0.399964	0.345666	0.454739	-0.340655	0.238931	-0.479864	0.282995	0.338942	0.437286	0.332223	0.353494	0.400642
0.386603	0.484149	-0.462222	-0.489591	0.442297	0.459116	0.462782	-0.45084	-0.465243	-0.400004	-0.442969	0.473247	-0.413234	-0.426087	0.539582	0.396095	0.372558	0.483087	0.374891	-0.45872	0.394531	0.407514	0.491535	-0.469018	0.475453	-0.207379	0.406128	0.489405	0.471041	0.41221	0.430515	0.444736
